Ticker,Stock Name,Price Code,Ratios Code,In Market?
LGOV,Largo Vista Group Ltd,GOOG/PINK_LGOV,DMDRN/LGOV_ALLFINANCIALRATIOS,Active
LGP,Lehigh Gas Partners LP,GOOG/NYSE_LGP,DMDRN/LGP_ALLFINANCIALRATIOS,Active
LH,Laboratory Corporation Of America Holdings,GOOG/NYSE_LH,DMDRN/LH_ALLFINANCIALRATIOS,Active
LHCG,Lhc Group,GOOG/NASDAQ_LHCG,DMDRN/LHCG_ALLFINANCIALRATIOS,Active
LHO,Lasalle Hotel Properties,GOOG/NYSE_LHO,DMDRN/LHO_ALLFINANCIALRATIOS,Active
LIFE,Life Technologies Corp.,GOOG/NASDAQ_LIFE,DMDRN/LIFE_ALLFINANCIALRATIOS,Active
LII,Lennox International,GOOG/NYSE_LII,DMDRN/LII_ALLFINANCIALRATIOS,Active
LIME,Lime Energy Co.,GOOG/NASDAQ_LIME,DMDRN/LIME_ALLFINANCIALRATIOS,Active
LIMOD,Terra Inventions Corp.,NA,DMDRN/LIMOD_ALLFINANCIALRATIOS,Active
LINC,Lincoln Educational Services Corp.,GOOG/NASDAQ_LINC,DMDRN/LINC_ALLFINANCIALRATIOS,Active
LINE,Linn Energy Llc,GOOG/NASDAQ_LINE,DMDRN/LINE_ALLFINANCIALRATIOS,Active
LINK,Interlink Electronics Inc,GOOG/PINK_LINK,DMDRN/LINK_ALLFINANCIALRATIOS,Active
LINTA,Liberty Media Corp.,GOOG/NASDAQ_LINTA,DMDRN/LINTA_ALLFINANCIALRATIOS,Active
LION,Fidelity Southern Corp.,GOOG/NASDAQ_LION,DMDRN/LION_ALLFINANCIALRATIOS,Active
LIOX,Lionbridge Technologies,GOOG/NASDAQ_LIOX,DMDRN/LIOX_ALLFINANCIALRATIOS,Active
LIVC,Live Current Media Inc,GOOG/PINK_LIVC,DMDRN/LIVC_ALLFINANCIALRATIOS,Active
LIVE,Livedeal,GOOG/NASDAQ_LIVE,DMDRN/LIVE_ALLFINANCIALRATIOS,Active
LIWA,Lihua International,GOOG/NASDAQ_LIWA,DMDRN/LIWA_ALLFINANCIALRATIOS,Active
LJPC,La Jolla Pharmaceutical Co,GOOG/PINK_LJPC,DMDRN/LJPC_ALLFINANCIALRATIOS,Active
LKFN,Lakeland Financial Corp.,GOOG/NASDAQ_LKFN,DMDRN/LKFN_ALLFINANCIALRATIOS,Active
LKII,Lazare Kaplan International In,GOOG/PINK_LKII,DMDRN/LKII_ALLFINANCIALRATIOS,Active
LKQ,Lkq Corp.,GOOG/NASDAQ_LKQ,DMDRN/LKQ_ALLFINANCIALRATIOS,Active
LL,Lumber Liquidators Holdings Inc,GOOG/NYSE_LL,DMDRN/LL_ALLFINANCIALRATIOS,Active
LLEN,L&L Energy,GOOG/NASDAQ_LLEN,DMDRN/LLEN_ALLFINANCIALRATIOS,Active
LLL,L-3 Communications Holdings,GOOG/NYSE_LLL,DMDRN/LLL_ALLFINANCIALRATIOS,Active
LLNW,Limelight Networks,GOOG/NASDAQ_LLNW,DMDRN/LLNW_ALLFINANCIALRATIOS,Active
LLTC,Linear Technology Corp.,GOOG/NASDAQ_LLTC,DMDRN/LLTC_ALLFINANCIALRATIOS,Active
LLY,Eli Lilly And Company,GOOG/NYSE_LLY,DMDRN/LLY_ALLFINANCIALRATIOS,Active
LM,Legg Mason,GOOG/NYSE_LM,DMDRN/LM_ALLFINANCIALRATIOS,Active
LMCA,Liberty Media Corp Capital Cl A,GOOG/NASDAQ_LMCA,DMDRN/LMCA_ALLFINANCIALRATIOS,Active
LMIA,Lmi Aerospace,GOOG/NASDAQ_LMIA,DMDRN/LMIA_ALLFINANCIALRATIOS,Active
LMLP,Lml Payment Systems,GOOG/NASDAQ_LMLP,DMDRN/LMLP_ALLFINANCIALRATIOS,Active
LMNR,Limoneira Co,GOOG/NASDAQ_LMNR,DMDRN/LMNR_ALLFINANCIALRATIOS,Active
LMNX,Luminex Corp.,GOOG/NASDAQ_LMNX,DMDRN/LMNX_ALLFINANCIALRATIOS,Active
LMOS,Lumos Networks Corp.,GOOG/NASDAQ_LMOS,DMDRN/LMOS_ALLFINANCIALRATIOS,Active
LMSMF,LMS Medical Systems Inc,GOOG/PINK_LMSMF,DMDRN/LMSMF_ALLFINANCIALRATIOS,Active
LMT,Lockheed Martin Corp.,GOOG/NYSE_LMT,DMDRN/LMT_ALLFINANCIALRATIOS,Active
LNBB,Lnb Bancorp,GOOG/NASDAQ_LNBB,DMDRN/LNBB_ALLFINANCIALRATIOS,Active
LNC,Lincoln National Corp.,GOOG/NYSE_LNC,DMDRN/LNC_ALLFINANCIALRATIOS,Active
LNCE,Lance,GOOG/NASDAQ_LNCE,DMDRN/LNCE_ALLFINANCIALRATIOS,Active
LNCM,Lenco Mobile Inc,GOOG/PINK_LNCM,DMDRN/LNCM_ALLFINANCIALRATIOS,Active
LNCO,LinnCo LLC,GOOG/NASDAQ_LNCO,DMDRN/LNCO_ALLFINANCIALRATIOS,Active
LNDC,Landec Corp.,GOOG/NASDAQ_LNDC,DMDRN/LNDC_ALLFINANCIALRATIOS,Active
LNDT,LianDi Clean Technology Inc,GOOG/PINK_LNDT,DMDRN/LNDT_ALLFINANCIALRATIOS,Active
LNET,Lodgenet Interactive Corp.,GOOG/NASDAQ_LNET,DMDRN/LNET_ALLFINANCIALRATIOS,Active
LNF.TO,Leon's Furniture Ltd.,YAHOO/TSX_LNF_TO,DMDRN/LNF_TO_ALLFINANCIALRATIOS,Active
LNG,Cheniere Energy,GOOG/AMEX_LNG,DMDRN/LNG_ALLFINANCIALRATIOS,Active
LNKD,Linkedin,GOOG/NYSE_LNKD,DMDRN/LNKD_ALLFINANCIALRATIOS,Active
LNN,Lindsay Corp.,GOOG/NYSE_LNN,DMDRN/LNN_ALLFINANCIALRATIOS,Active
LNR.TO,Linamar Machine Limited,YAHOO/TSX_LNR_TO,DMDRN/LNR_TO_ALLFINANCIALRATIOS,Active
LNT,Alliant Energy Corp.,GOOG/NYSE_LNT,DMDRN/LNT_ALLFINANCIALRATIOS,Active
LNVGY,Lenovo Group Ltd,GOOG/PINK_LNVGY,DMDRN/LNVGY_ALLFINANCIALRATIOS,Active
LO,Lorillard Inc,GOOG/NYSE_LO,DMDRN/LO_ALLFINANCIALRATIOS,Active
LOAN,Manhattan Bridge Capital Inc,GOOG/NASDAQ_LOAN,DMDRN/LOAN_ALLFINANCIALRATIOS,Active
LOCK,Saf T Lok Inc,GOOG/NYSE_LOCK,DMDRN/LOCK_ALLFINANCIALRATIOS,Active
LOCM,Local.Com Corp.,GOOG/NASDAQ_LOCM,DMDRN/LOCM_ALLFINANCIALRATIOS,Active
LODE,Comstock Mining Inc,GOOG/AMEX_LODE,DMDRN/LODE_ALLFINANCIALRATIOS,Active
LOGC,Logic Devices Inc.,GOOG/PINK_LOGC,DMDRN/LOGC_ALLFINANCIALRATIOS,Active
LOGI,Logitech International S.A.,GOOG/NASDAQ_LOGI,DMDRN/LOGI_ALLFINANCIALRATIOS,Active
LOGM,Logmein,GOOG/NASDAQ_LOGM,DMDRN/LOGM_ALLFINANCIALRATIOS,Active
LOGN,Logansport Finl Corp,GOOG/PINK_LOGN,DMDRN/LOGN_ALLFINANCIALRATIOS,Active
LOJN,Lojack Corp.,GOOG/NASDAQ_LOJN,DMDRN/LOJN_ALLFINANCIALRATIOS,Active
LON,Loncor Resources Inc,GOOG/AMEX_LON,DMDRN/LON_ALLFINANCIALRATIOS,Active
LONG,Elong,GOOG/NASDAQ_LONG,DMDRN/LONG_ALLFINANCIALRATIOS,Active
LOOK,Looksmart,GOOG/NASDAQ_LOOK,DMDRN/LOOK_ALLFINANCIALRATIOS,Active
LOPE,Grand Canyon Education,GOOG/NASDAQ_LOPE,DMDRN/LOPE_ALLFINANCIALRATIOS,Active
LOR.TO,Lorus Therapeutics Inc,YAHOO/TSX_LOR_TO,DMDRN/LOR_TO_ALLFINANCIALRATIOS,Active
LORL,Loral Space And Communications,GOOG/NASDAQ_LORL,DMDRN/LORL_ALLFINANCIALRATIOS,Active
LOV,Spark Networks Plc,GOOG/AMEX_LOV,DMDRN/LOV_ALLFINANCIALRATIOS,Active
LOW,Lowe's Companies,GOOG/NYSE_LOW,DMDRN/LOW_ALLFINANCIALRATIOS,Active
LPAD,LaPolla Industries Inc,NA,DMDRN/LPAD_ALLFINANCIALRATIOS,Active
LPH,Longwei Petroleum Investment Holding,GOOG/AMEX_LPH,DMDRN/LPH_ALLFINANCIALRATIOS,Active
LPHI,Life Partners Holdings Inc,GOOG/NASDAQ_LPHI,DMDRN/LPHI_ALLFINANCIALRATIOS,Active
LPHM,Lee Pharmaceuticals,GOOG/PINK_LPHM,DMDRN/LPHM_ALLFINANCIALRATIOS,Active
LPI,Laredo Petroleum Holdings Inc,GOOG/NYSE_LPI,DMDRN/LPI_ALLFINANCIALRATIOS,Active
LPLA,Lpl Investment Holdings Inc.,GOOG/NASDAQ_LPLA,DMDRN/LPLA_ALLFINANCIALRATIOS,Active
LPNT,Lifepoint Hospitals,GOOG/NASDAQ_LPNT,DMDRN/LPNT_ALLFINANCIALRATIOS,Active
LPR,Lone Pine Resources Inc.,GOOG/NYSE_LPR,DMDRN/LPR_ALLFINANCIALRATIOS,Active
LPS,Lender Processing Services Inc,GOOG/NYSE_LPS,DMDRN/LPS_ALLFINANCIALRATIOS,Active
LPSB,Laporte Bancorp,GOOG/NASDAQ_LPSB,DMDRN/LPSB_ALLFINANCIALRATIOS,Active
LPSN,Liveperson,GOOG/NASDAQ_LPSN,DMDRN/LPSN_ALLFINANCIALRATIOS,Active
LPTC,Le@p Technology Inc,GOOG/PINK_LPTC,DMDRN/LPTC_ALLFINANCIALRATIOS,Active
LPTH,Lightpath Technologies,GOOG/NASDAQ_LPTH,DMDRN/LPTH_ALLFINANCIALRATIOS,Active
LPTI,Longport Inc,GOOG/PINK_LPTI,DMDRN/LPTI_ALLFINANCIALRATIOS,Active
LPTN,Lpath Inc,GOOG/NASDAQ_LPTN,DMDRN/LPTN_ALLFINANCIALRATIOS,Active
LPX,Louisiana-Pacific Corp.,GOOG/NYSE_LPX,DMDRN/LPX_ALLFINANCIALRATIOS,Active
LQDT,Liquidity Services,GOOG/NASDAQ_LQDT,DMDRN/LQDT_ALLFINANCIALRATIOS,Active
LQMT,Liquidmetal Technologies,GOOG/PINK_LQMT,DMDRN/LQMT_ALLFINANCIALRATIOS,Active
LQWC,LifeQuest World Corp,GOOG/PINK_LQWC,DMDRN/LQWC_ALLFINANCIALRATIOS,Active
LRAD,Lrad Corp.,GOOG/NASDAQ_LRAD,DMDRN/LRAD_ALLFINANCIALRATIOS,Active
LRCX,Lam Research Corp.,GOOG/NASDAQ_LRCX,DMDRN/LRCX_ALLFINANCIALRATIOS,Active
LRE,Lrr Energy L.P.,GOOG/NYSE_LRE,DMDRN/LRE_ALLFINANCIALRATIOS,Active
LRN,K12 Inc,GOOG/NYSE_LRN,DMDRN/LRN_ALLFINANCIALRATIOS,Active
LRY,Liberty Property Trust,GOOG/NYSE_LRY,DMDRN/LRY_ALLFINANCIALRATIOS,Active
LSBI,Lsb Financial,GOOG/NASDAQ_LSBI,DMDRN/LSBI_ALLFINANCIALRATIOS,Active
LSBK,Lake Shore Bancorp,GOOG/NASDAQ_LSBK,DMDRN/LSBK_ALLFINANCIALRATIOS,Active
LSCC,Lattice Semiconductor Corp.,GOOG/NASDAQ_LSCC,DMDRN/LSCC_ALLFINANCIALRATIOS,Active
LSE,Caplease Funding Inc,GOOG/NYSE_LSE,DMDRN/LSE_ALLFINANCIALRATIOS,Active
LSI,Lsi Logic Corp.,GOOG/NYSE_LSI,DMDRN/LSI_ALLFINANCIALRATIOS,Active
LSTR,Landstar System,GOOG/NASDAQ_LSTR,DMDRN/LSTR_ALLFINANCIALRATIOS,Active
LTBR,Lightbridge Corp.,GOOG/NASDAQ_LTBR,DMDRN/LTBR_ALLFINANCIALRATIOS,Active
LTC,Ltc Properties,GOOG/NYSE_LTC,DMDRN/LTC_ALLFINANCIALRATIOS,Active
LTD,Limited Brands,GOOG/NYSE_LTD,DMDRN/LTD_ALLFINANCIALRATIOS,Active
LTEC,LOUD Technologies Inc,GOOG/PINK_LTEC,DMDRN/LTEC_ALLFINANCIALRATIOS,Active
LTFD,Littlefield Corporation,GOOG/PINK_LTFD,DMDRN/LTFD_ALLFINANCIALRATIOS,Active
LTHU,Lithium Technology Corp,GOOG/PINK_LTHU,DMDRN/LTHU_ALLFINANCIALRATIOS,Active
LTM,Life Time Fitness,GOOG/NYSE_LTM,DMDRN/LTM_ALLFINANCIALRATIOS,Active
LTON,Linktone Ltd,GOOG/NASDAQ_LTON,DMDRN/LTON_ALLFINANCIALRATIOS,Active
LTRE,Learning Tree International,GOOG/NASDAQ_LTRE,DMDRN/LTRE_ALLFINANCIALRATIOS,Active
LTRX,Lantronix,GOOG/NASDAQ_LTRX,DMDRN/LTRX_ALLFINANCIALRATIOS,Active
LTS,Ladenburg Thalmann Financial Inc,GOOG/AMEX_LTS,DMDRN/LTS_ALLFINANCIALRATIOS,Active
LTSC,Lightscape Technologies Inc,GOOG/PINK_LTSC,DMDRN/LTSC_ALLFINANCIALRATIOS,Active
LTTC,Lattice Inc,NA,DMDRN/LTTC_ALLFINANCIALRATIOS,Active
LTUS,Garden Fresh Restaurants,NA,DMDRN/LTUS_ALLFINANCIALRATIOS,Active
LTXC,Ltx-Credence Corp.,GOOG/NASDAQ_LTXC,DMDRN/LTXC_ALLFINANCIALRATIOS,Active
LUB,Luby's,GOOG/NYSE_LUB,DMDRN/LUB_ALLFINANCIALRATIOS,Active
LUFK,Lufkin Industries,GOOG/NASDAQ_LUFK,DMDRN/LUFK_ALLFINANCIALRATIOS,Active
LUK,Leucadia National Corp.,GOOG/NYSE_LUK,DMDRN/LUK_ALLFINANCIALRATIOS,Active
LUKOY,LUKOIL,GOOG/PINK_LUKOY,DMDRN/LUKOY_ALLFINANCIALRATIOS,Active
LULU,Lululemon Athletica Inc.,GOOG/NASDAQ_LULU,DMDRN/LULU_ALLFINANCIALRATIOS,Active
LUNA,Luna Innovations Inc.,GOOG/NASDAQ_LUNA,DMDRN/LUNA_ALLFINANCIALRATIOS,Active
LUNMF,Lundin Mining Corp,GOOG/PINK_LUNMF,DMDRN/LUNMF_ALLFINANCIALRATIOS,Active
LUV,Southwest Airlines Company,GOOG/NYSE_LUV,DMDRN/LUV_ALLFINANCIALRATIOS,Active
LUX,Luxottica Group S.P.A.,GOOG/NYSE_LUX,DMDRN/LUX_ALLFINANCIALRATIOS,Active
LVB,Steinway Musical Instruments,GOOG/NYSE_LVB,DMDRN/LVB_ALLFINANCIALRATIOS,Active
LVLT,Level 3 Communications,GOOG/NYSE_LVLT,DMDRN/LVLT_ALLFINANCIALRATIOS,Active
LVNTA,Liberty Interactive Corporation,GOOG/NASDAQ_LVNTA,DMDRN/LVNTA_ALLFINANCIALRATIOS,Active
LVS,Las Vegas Sands,GOOG/NYSE_LVS,DMDRN/LVS_ALLFINANCIALRATIOS,Active
LVWR,LiveWire Mobile Inc.,GOOG/PINK_LVWR,DMDRN/LVWR_ALLFINANCIALRATIOS,Active
LWAY,Lifeway Foods,GOOG/NASDAQ_LWAY,DMDRN/LWAY_ALLFINANCIALRATIOS,Active
LWLG,Lightwave Logic Inc.,GOOG/PINK_LWLG,DMDRN/LWLG_ALLFINANCIALRATIOS,Active
LWLL,Linkwell Corp,GOOG/PINK_LWLL,DMDRN/LWLL_ALLFINANCIALRATIOS,Active
LXK,Lexmark International,GOOG/NYSE_LXK,DMDRN/LXK_ALLFINANCIALRATIOS,Active
LXP,Lexington Realty Trust,GOOG/NYSE_LXP,DMDRN/LXP_ALLFINANCIALRATIOS,Active
LXRX,Lexicon Pharmaceuticals,GOOG/NASDAQ_LXRX,DMDRN/LXRX_ALLFINANCIALRATIOS,Active
LXU,Lsb Industries Inc.,GOOG/NYSE_LXU,DMDRN/LXU_ALLFINANCIALRATIOS,Active
LYB,Lyondellbasell Industries Nv,GOOG/NYSE_LYB,DMDRN/LYB_ALLFINANCIALRATIOS,Active
LYRI,Lyris Inc,GOOG/PINK_LYRI,DMDRN/LYRI_ALLFINANCIALRATIOS,Active
LYTS,Lsi Industries Inc.,GOOG/NASDAQ_LYTS,DMDRN/LYTS_ALLFINANCIALRATIOS,Active
LYV,Live Nation Entertainment,GOOG/NYSE_LYV,DMDRN/LYV_ALLFINANCIALRATIOS,Active
LZB,La-Z-Boy Inc.,GOOG/NYSE_LZB,DMDRN/LZB_ALLFINANCIALRATIOS,Active
LZENF,Lizhan Environmental Corp,GOOG/PINK_LZENF,DMDRN/LZENF_ALLFINANCIALRATIOS,Active
M,Macy's Inc,GOOG/NYSE_M,DMDRN/M_ALLFINANCIALRATIOS,Active
MA,Mastercard Inc.,GOOG/NYSE_MA,DMDRN/MA_ALLFINANCIALRATIOS,Active
MAA,Mid-America Apartment Communities,GOOG/NYSE_MAA,DMDRN/MAA_ALLFINANCIALRATIOS,Active
MAC,Macerich Company,GOOG/NYSE_MAC,DMDRN/MAC_ALLFINANCIALRATIOS,Active
MACE,Mace Security Intl,GOOG/PINK_MACE,DMDRN/MACE_ALLFINANCIALRATIOS,Active
MACK,Merrimack Pharmaceuticals Inc.,GOOG/NASDAQ_MACK,DMDRN/MACK_ALLFINANCIALRATIOS,Active
MAG,Magnetek,GOOG/NASDAQ_MAG,DMDRN/MAG_ALLFINANCIALRATIOS,Active
MAGAA,Magna-Lab 'A',GOOG/PINK_MAGAA,DMDRN/MAGAA_ALLFINANCIALRATIOS,Active
MAGS,Magal Security Systems Ltd,GOOG/NASDAQ_MAGS,DMDRN/MAGS_ALLFINANCIALRATIOS,Active
MAKO,Mako Surgical,GOOG/NASDAQ_MAKO,DMDRN/MAKO_ALLFINANCIALRATIOS,Active
MALL,Pc Mall,GOOG/NASDAQ_MALL,DMDRN/MALL_ALLFINANCIALRATIOS,Active
MAMS,MAM Software Group Inc,NA,DMDRN/MAMS_ALLFINANCIALRATIOS,Active
MAN,Manpower Inc,GOOG/NYSE_MAN,DMDRN/MAN_ALLFINANCIALRATIOS,Active
MANH,Manhattan Associates,GOOG/NASDAQ_MANH,DMDRN/MANH_ALLFINANCIALRATIOS,Active
MANT,Mantech International Corp.,GOOG/NASDAQ_MANT,DMDRN/MANT_ALLFINANCIALRATIOS,Active
MAPP,Map Pharmaceuticals,GOOG/NASDAQ_MAPP,DMDRN/MAPP_ALLFINANCIALRATIOS,Active
MAR,Marriot International,GOOG/NYSE_MAR,DMDRN/MAR_ALLFINANCIALRATIOS,Active
MARK,Remark Media Inc,GOOG/NASDAQ_MARK,DMDRN/MARK_ALLFINANCIALRATIOS,Active
MAS,Masco Corp.,GOOG/NYSE_MAS,DMDRN/MAS_ALLFINANCIALRATIOS,Active
MASC,Material Sciences Corp.,GOOG/NASDAQ_MASC,DMDRN/MASC_ALLFINANCIALRATIOS,Active
MASI,Masimo Corp.,GOOG/NASDAQ_MASI,DMDRN/MASI_ALLFINANCIALRATIOS,Active
MAT,Mattel,GOOG/NASDAQ_MAT,DMDRN/MAT_ALLFINANCIALRATIOS,Active
MATR,Eloyalty Corp.,GOOG/NASDAQ_MATR,DMDRN/MATR_ALLFINANCIALRATIOS,Active
MATW,Matthews International Corp.,GOOG/NASDAQ_MATW,DMDRN/MATW_ALLFINANCIALRATIOS,Active
MATX,Matson Inc,GOOG/NYSE_MATX,DMDRN/MATX_ALLFINANCIALRATIOS,Active
MAXW,MaxWorldwide Inc,GOOG/PINK_MAXW,DMDRN/MAXW_ALLFINANCIALRATIOS,Active
MAXY,Maxygen,GOOG/NASDAQ_MAXY,DMDRN/MAXY_ALLFINANCIALRATIOS,Active
MAYS,J. W. Mays,GOOG/NASDAQ_MAYS,DMDRN/MAYS_ALLFINANCIALRATIOS,Active
MBA,Cibt Education Group Inc.,GOOG/AMEX_MBA,DMDRN/MBA_ALLFINANCIALRATIOS,Active
MBCR,Mercantile Bancorp Inc,NA,DMDRN/MBCR_ALLFINANCIALRATIOS,Active
MBFI,Mb Financial Inc.,GOOG/NASDAQ_MBFI,DMDRN/MBFI_ALLFINANCIALRATIOS,Active
MBI,Mbia,GOOG/NYSE_MBI,DMDRN/MBI_ALLFINANCIALRATIOS,Active
MBLX,Metabolix,GOOG/NASDAQ_MBLX,DMDRN/MBLX_ALLFINANCIALRATIOS,Active
MBMI,Mabwe Minerals Inc.,GOOG/PINK_MBMI,DMDRN/MBMI_ALLFINANCIALRATIOS,Active
MBND,Multiband Corp.,GOOG/NASDAQ_MBND,DMDRN/MBND_ALLFINANCIALRATIOS,Active
MBRG,Middleburg Financial Corp.,GOOG/NASDAQ_MBRG,DMDRN/MBRG_ALLFINANCIALRATIOS,Active
MBT,Mobile Telesystems,GOOG/NYSE_MBT,DMDRN/MBT_ALLFINANCIALRATIOS,Active
MBT.TO,Manitoba Telecom Services Inc,YAHOO/TSX_MBT_TO,DMDRN/MBT_TO_ALLFINANCIALRATIOS,Active
MBTF,M B T Financial Corp,GOOG/NASDAQ_MBTF,DMDRN/MBTF_ALLFINANCIALRATIOS,Active
MBVA,Millenium Bankshares Corp,NA,DMDRN/MBVA_ALLFINANCIALRATIOS,Active
MBVT,Merchants Bancshares,GOOG/NASDAQ_MBVT,DMDRN/MBVT_ALLFINANCIALRATIOS,Active
MBWM,Mercantile Bank Corp.,GOOG/NASDAQ_MBWM,DMDRN/MBWM_ALLFINANCIALRATIOS,Active
MCAM,Money Centers of America Inc,GOOG/PINK_MCAM,DMDRN/MCAM_ALLFINANCIALRATIOS,Active
MCAP,Mango Capital Inc,GOOG/PINK_MCAP,DMDRN/MCAP_ALLFINANCIALRATIOS,Active
MCBC,Macatawa Bank Corp.,GOOG/NASDAQ_MCBC,DMDRN/MCBC_ALLFINANCIALRATIOS,Active
MCBF,Monarch Community Bancorp,GOOG/NASDAQ_MCBF,DMDRN/MCBF_ALLFINANCIALRATIOS,Active
MCBI,Metrocorp Bancshares,GOOG/NASDAQ_MCBI,DMDRN/MCBI_ALLFINANCIALRATIOS,Active
MCC,Medley Capital Corp.,GOOG/NYSE_MCC,DMDRN/MCC_ALLFINANCIALRATIOS,Active
MCD,Mcdonald's Corp.,GOOG/NYSE_MCD,DMDRN/MCD_ALLFINANCIALRATIOS,Active
MCEM,Monarch Cement Co,NA,DMDRN/MCEM_ALLFINANCIALRATIOS,Active
MCEP,Mid-Con Energy Partners Lp,GOOG/NASDAQ_MCEP,DMDRN/MCEP_ALLFINANCIALRATIOS,Active
MCET,MultiCell Technologies Inc,GOOG/PINK_MCET,DMDRN/MCET_ALLFINANCIALRATIOS,Active
MCF,Contango Oil & Gas Company,GOOG/AMEX_MCF,DMDRN/MCF_ALLFINANCIALRATIOS,Active
MCHP,Microchip Technology Inc.,GOOG/NASDAQ_MCHP,DMDRN/MCHP_ALLFINANCIALRATIOS,Active
MCHX,Marchex,GOOG/NASDAQ_MCHX,DMDRN/MCHX_ALLFINANCIALRATIOS,Active
MCK,Mckesson Corp.,GOOG/NYSE_MCK,DMDRN/MCK_ALLFINANCIALRATIOS,Active
MCLN,McLaren Automotive Group Inc,NA,DMDRN/MCLN_ALLFINANCIALRATIOS,Active
MCO,Moody's Corp.,GOOG/NYSE_MCO,DMDRN/MCO_ALLFINANCIALRATIOS,Active
MCOAQ,Monaco Coach,GOOG/PINK_MCOAQ,DMDRN/MCOAQ_ALLFINANCIALRATIOS,Active
MCP,Molycorp Inc,GOOG/NYSE_MCP,DMDRN/MCP_ALLFINANCIALRATIOS,Active
MCRI,Monarch Casino & Resort,GOOG/NASDAQ_MCRI,DMDRN/MCRI_ALLFINANCIALRATIOS,Active
MCRL,Micrel Inc.,GOOG/NASDAQ_MCRL,DMDRN/MCRL_ALLFINANCIALRATIOS,Active
MCRS,Micros Systems,GOOG/NASDAQ_MCRS,DMDRN/MCRS_ALLFINANCIALRATIOS,Active
MCS,Marcus Corp.,GOOG/NYSE_MCS,DMDRN/MCS_ALLFINANCIALRATIOS,Active
MCTH,Medical Connections Holdings,GOOG/PINK_MCTH,DMDRN/MCTH_ALLFINANCIALRATIOS,Active
MCUJF,Medicure Inc,GOOG/PINK_MCUJF,DMDRN/MCUJF_ALLFINANCIALRATIOS,Active
MCVI,MedicalCV Inc.,GOOG/PINK_MCVI,DMDRN/MCVI_ALLFINANCIALRATIOS,Active
MCY,Mercury General Corp.,GOOG/NYSE_MCY,DMDRN/MCY_ALLFINANCIALRATIOS,Active
MCZ.TO,Mad Catz Interactive Inc,YAHOO/TSX_MCZ_TO,DMDRN/MCZ_TO_ALLFINANCIALRATIOS,Active
MD,Mednax Inc,GOOG/NYSE_MD,DMDRN/MD_ALLFINANCIALRATIOS,Active
MDAS,Medassets,GOOG/NASDAQ_MDAS,DMDRN/MDAS_ALLFINANCIALRATIOS,Active
MDC,M.D.C. Holdings,GOOG/NYSE_MDC,DMDRN/MDC_ALLFINANCIALRATIOS,Active
MDCA,Mdc Partners Inc.,GOOG/NASDAQ_MDCA,DMDRN/MDCA_ALLFINANCIALRATIOS,Active
MDCI,Medical Action Industries Inc.,GOOG/NASDAQ_MDCI,DMDRN/MDCI_ALLFINANCIALRATIOS,Active
MDCO,The Medicines Company,GOOG/NASDAQ_MDCO,DMDRN/MDCO_ALLFINANCIALRATIOS,Active
MDF,Metropolitan Health Networks,GOOG/NYSE_MDF,DMDRN/MDF_ALLFINANCIALRATIOS,Active
MDGN,Medgenics Inc. Common Stock,GOOG/AMEX_MDGN,DMDRN/MDGN_ALLFINANCIALRATIOS,Active
MDH,Mhi Hospitality Corp.,GOOG/NASDAQ_MDH,DMDRN/MDH_ALLFINANCIALRATIOS,Active
MDLH,Medical Int'l Tech Inc,GOOG/PINK_MDLH,DMDRN/MDLH_ALLFINANCIALRATIOS,Active
MDLZ,Mondelez Int'l,GOOG/NASDAQ_MDLZ,DMDRN/MDLZ_ALLFINANCIALRATIOS,Active
MDNB,Minden Bancorp Inc,NA,DMDRN/MDNB_ALLFINANCIALRATIOS,Active
MDP,Meredith Corp.,GOOG/NYSE_MDP,DMDRN/MDP_ALLFINANCIALRATIOS,Active
MDR,Mcdermott International,GOOG/NYSE_MDR,DMDRN/MDR_ALLFINANCIALRATIOS,Active
MDRX,Allscripts Healthcare Solutions,GOOG/NASDAQ_MDRX,DMDRN/MDRX_ALLFINANCIALRATIOS,Active
MDSO,Medidata Solutions,GOOG/NASDAQ_MDSO,DMDRN/MDSO_ALLFINANCIALRATIOS,Active
MDST,Mid-State Bancshares,GOOG/PINK_MDST,DMDRN/MDST_ALLFINANCIALRATIOS,Active
MDT,Medtronic,GOOG/NYSE_MDT,DMDRN/MDT_ALLFINANCIALRATIOS,Active
MDTH,Medcath Corp.,GOOG/NASDAQ_MDTH,DMDRN/MDTH_ALLFINANCIALRATIOS,Active
MDTL,Medis Technologies Ltd,GOOG/PINK_MDTL,DMDRN/MDTL_ALLFINANCIALRATIOS,Active
MDTV,MDU Communications Intl Inc,GOOG/PINK_MDTV,DMDRN/MDTV_ALLFINANCIALRATIOS,Active
MDU,Mdu Res Group Inc,GOOG/NYSE_MDU,DMDRN/MDU_ALLFINANCIALRATIOS,Active
MDVN,Medivation,GOOG/NASDAQ_MDVN,DMDRN/MDVN_ALLFINANCIALRATIOS,Active
MDW,Midway Gold Corp.,GOOG/AMEX_MDW,DMDRN/MDW_ALLFINANCIALRATIOS,Active
MDWV,Medwave Inc,GOOG/PINK_MDWV,DMDRN/MDWV_ALLFINANCIALRATIOS,Active
MEA,Metalico Inc,GOOG/AMEX_MEA,DMDRN/MEA_ALLFINANCIALRATIOS,Active
MEAD,Meade Instruments,GOOG/NASDAQ_MEAD,DMDRN/MEAD_ALLFINANCIALRATIOS,Active
