Ticker,Stock Name,Price Code,Ratios Code,In Market?
ALLB,Alliance Bank,GOOG/NASDAQ_ALLB,DMDRN/ALLB_ALLFINANCIALRATIOS,Active
ALLN,Allin Corporation,GOOG/PINK_ALLN,DMDRN/ALLN_ALLFINANCIALRATIOS,Active
ALLP,Alliance Pharm.,GOOG/PINK_ALLP,DMDRN/ALLP_ALLFINANCIALRATIOS,Active
ALLT,Allot Communications Ltd,GOOG/NASDAQ_ALLT,DMDRN/ALLT_ALLFINANCIALRATIOS,Active
ALN,American Lorain Corp.,GOOG/AMEX_ALN,DMDRN/ALN_ALLFINANCIALRATIOS,Active
ALNC,Alliance Financial Corp.,GOOG/NASDAQ_ALNC,DMDRN/ALNC_ALLFINANCIALRATIOS,Active
ALNE,Alternative Energy & Env. Sol.,GOOG/PINK_ALNE,DMDRN/ALNE_ALLFINANCIALRATIOS,Active
ALNY,Alnylam Pharmaceuticals,GOOG/NASDAQ_ALNY,DMDRN/ALNY_ALLFINANCIALRATIOS,Active
ALOG,Analogic Corp.,GOOG/NASDAQ_ALOG,DMDRN/ALOG_ALLFINANCIALRATIOS,Active
ALOT,Astro-Med,GOOG/NASDAQ_ALOT,DMDRN/ALOT_ALLFINANCIALRATIOS,Active
ALPE,alpha-En Corp,GOOG/PINK_ALPE,DMDRN/ALPE_ALLFINANCIALRATIOS,Active
ALQA,Alliqua Inc,GOOG/PINK_ALQA,DMDRN/ALQA_ALLFINANCIALRATIOS,Active
ALR,Alere Inc.,GOOG/NYSE_ALR,DMDRN/ALR_ALLFINANCIALRATIOS,Active
ALRN,American Learning Corp.,GOOG/NASDAQ_ALRN,DMDRN/ALRN_ALLFINANCIALRATIOS,Active
ALRT,ALR Technologies Inc.,GOOG/PINK_ALRT,DMDRN/ALRT_ALLFINANCIALRATIOS,Active
ALRX,AlphaRx Inc,GOOG/PINK_ALRX,DMDRN/ALRX_ALLFINANCIALRATIOS,Active
ALSC,Alliance Semiconductor,GOOG/PINK_ALSC,DMDRN/ALSC_ALLFINANCIALRATIOS,Active
ALSE,Alseres Pharmaceuticals Inc,GOOG/PINK_ALSE,DMDRN/ALSE_ALLFINANCIALRATIOS,Active
ALSK,Alaska Communications Systems,GOOG/NASDAQ_ALSK,DMDRN/ALSK_ALLFINANCIALRATIOS,Active
ALSN,Allison Transmission Holdings,GOOG/NYSE_ALSN,DMDRN/ALSN_ALLFINANCIALRATIOS,Active
ALTE,Alterra Capital Holdings Ltd,GOOG/NASDAQ_ALTE,DMDRN/ALTE_ALLFINANCIALRATIOS,Active
ALTI,Altair Nanotechnologies Inc.,GOOG/NASDAQ_ALTI,DMDRN/ALTI_ALLFINANCIALRATIOS,Active
ALTR,Altera Corp.,GOOG/NASDAQ_ALTR,DMDRN/ALTR_ALLFINANCIALRATIOS,Active
ALTUQ,Altus Pharmaceuticals Inc,GOOG/PINK_ALTUQ,DMDRN/ALTUQ_ALLFINANCIALRATIOS,Active
ALU,Alcatel Lucent,GOOG/NYSE_ALU,DMDRN/ALU_ALLFINANCIALRATIOS,Active
ALV,Autoliv,GOOG/NYSE_ALV,DMDRN/ALV_ALLFINANCIALRATIOS,Active
ALVR,Alvarion Ltd,GOOG/NASDAQ_ALVR,DMDRN/ALVR_ALLFINANCIALRATIOS,Active
ALX,Alexander's,GOOG/NYSE_ALX,DMDRN/ALX_ALLFINANCIALRATIOS,Active
ALXA,Alexza Pharmaceuticals,GOOG/NASDAQ_ALXA,DMDRN/ALXA_ALLFINANCIALRATIOS,Active
ALXN,Alexion Pharmaceuticals,GOOG/NASDAQ_ALXN,DMDRN/ALXN_ALLFINANCIALRATIOS,Active
AM,American Greetings Corp.,GOOG/NYSE_AM,DMDRN/AM_ALLFINANCIALRATIOS,Active
AMAG,Amag Pharmaceuticals,GOOG/NASDAQ_AMAG,DMDRN/AMAG_ALLFINANCIALRATIOS,Active
AMAR,Amarillo Biosciences,GOOG/PINK_AMAR,DMDRN/AMAR_ALLFINANCIALRATIOS,Active
AMAT,Applied Materials,GOOG/NASDAQ_AMAT,DMDRN/AMAT_ALLFINANCIALRATIOS,Active
AMBA,Ambarella Inc,GOOG/NASDAQ_AMBA,DMDRN/AMBA_ALLFINANCIALRATIOS,Active
AMBK,American Bank Inc.,GOOG/PINK_AMBK,DMDRN/AMBK_ALLFINANCIALRATIOS,Active
AMBT,Ambient Corp,GOOG/NASDAQ_AMBT,DMDRN/AMBT_ALLFINANCIALRATIOS,Active
AMBZ,American Business Bank,NA,DMDRN/AMBZ_ALLFINANCIALRATIOS,Active
AMCC,Applied Micro Circuits Corp.,GOOG/NASDAQ_AMCC,DMDRN/AMCC_ALLFINANCIALRATIOS,Active
AMCF,Andatee China Marine Fuel Services,GOOG/NASDAQ_AMCF,DMDRN/AMCF_ALLFINANCIALRATIOS,Active
AMCN,Airmedia Group Inc,GOOG/NASDAQ_AMCN,DMDRN/AMCN_ALLFINANCIALRATIOS,Active
AMCX,Amc Networks Inc.,GOOG/NASDAQ_AMCX,DMDRN/AMCX_ALLFINANCIALRATIOS,Active
AMD,Advanced Micro Devices,GOOG/NYSE_AMD,DMDRN/AMD_ALLFINANCIALRATIOS,Active
AME,Amtek,GOOG/NYSE_AME,DMDRN/AME_ALLFINANCIALRATIOS,Active
AMED,Amedisys Inc,GOOG/NASDAQ_AMED,DMDRN/AMED_ALLFINANCIALRATIOS,Active
AMFC,AMB Finl Corp,NA,DMDRN/AMFC_ALLFINANCIALRATIOS,Active
AMFE,Amfil Technologies Inc,GOOG/PINK_AMFE,DMDRN/AMFE_ALLFINANCIALRATIOS,Active
AMG,Affiliated Managers Group,GOOG/NYSE_AMG,DMDRN/AMG_ALLFINANCIALRATIOS,Active
AMGI,American Mold Guard Inc,GOOG/PINK_AMGI,DMDRN/AMGI_ALLFINANCIALRATIOS,Active
AMGN,Amgen Inc.,GOOG/NASDAQ_AMGN,DMDRN/AMGN_ALLFINANCIALRATIOS,Active
AMGY,American Metal & Tech. Inc,GOOG/PINK_AMGY,DMDRN/AMGY_ALLFINANCIALRATIOS,Active
AMIC,American Independence,GOOG/NASDAQ_AMIC,DMDRN/AMIC_ALLFINANCIALRATIOS,Active
AMID,American Midstreampartners Lp,GOOG/NYSE_AMID,DMDRN/AMID_ALLFINANCIALRATIOS,Active
AMIEQ,Ambassadors Intl Inc,GOOG/PINK_AMIEQ,DMDRN/AMIEQ_ALLFINANCIALRATIOS,Active
AMIN,American International Industr,GOOG/PINK_AMIN,DMDRN/AMIN_ALLFINANCIALRATIOS,Active
AMKR,Amkor Technology,GOOG/NASDAQ_AMKR,DMDRN/AMKR_ALLFINANCIALRATIOS,Active
AMM.TO,Almaden Minerals Ltd,YAHOO/TSX_AMM_TO,DMDRN/AMM_TO_ALLFINANCIALRATIOS,Active
AMMX,AmeraMex International Inc.,GOOG/PINK_AMMX,DMDRN/AMMX_ALLFINANCIALRATIOS,Active
AMNB,American National Bankshares,GOOG/NASDAQ_AMNB,DMDRN/AMNB_ALLFINANCIALRATIOS,Active
AMNF,Armanino Foods of Distinction,GOOG/PINK_AMNF,DMDRN/AMNF_ALLFINANCIALRATIOS,Active
AMNL,Applied Minerals Inc,GOOG/PINK_AMNL,DMDRN/AMNL_ALLFINANCIALRATIOS,Active
AMOT,Allied Motion Technologies,GOOG/NASDAQ_AMOT,DMDRN/AMOT_ALLFINANCIALRATIOS,Active
AMP,Ameriprise Financial Services,GOOG/NYSE_AMP,DMDRN/AMP_ALLFINANCIALRATIOS,Active
AMPL,Ampal-American Israel Corp.,GOOG/NASDAQ_AMPL,DMDRN/AMPL_ALLFINANCIALRATIOS,Active
AMRB,American River Bankshares,GOOG/NASDAQ_AMRB,DMDRN/AMRB_ALLFINANCIALRATIOS,Active
AMRC,Ameresco Inc,GOOG/NYSE_AMRC,DMDRN/AMRC_ALLFINANCIALRATIOS,Active
AMRI,Albany Molecular Research,GOOG/NASDAQ_AMRI,DMDRN/AMRI_ALLFINANCIALRATIOS,Active
AMRN,Amarin Corporation Plc,GOOG/NASDAQ_AMRN,DMDRN/AMRN_ALLFINANCIALRATIOS,Active
AMRS,Amyris,GOOG/NASDAQ_AMRS,DMDRN/AMRS_ALLFINANCIALRATIOS,Active
AMS,American Shared Hospital Services,GOOG/AMEX_AMS,DMDRN/AMS_ALLFINANCIALRATIOS,Active
AMSC,American Superconductor Corp.,GOOG/NASDAQ_AMSC,DMDRN/AMSC_ALLFINANCIALRATIOS,Active
AMSF,Amerisafe,GOOG/NASDAQ_AMSF,DMDRN/AMSF_ALLFINANCIALRATIOS,Active
AMSG,Amsurg,GOOG/NASDAQ_AMSG,DMDRN/AMSG_ALLFINANCIALRATIOS,Active
AMSWA,American Software,GOOG/NASDAQ_AMSWA,DMDRN/AMSWA_ALLFINANCIALRATIOS,Active
AMT,American Tower Corp.,GOOG/NYSE_AMT,DMDRN/AMT_ALLFINANCIALRATIOS,Active
AMTC,Ameritrans Cap Corp,GOOG/PINK_AMTC,DMDRN/AMTC_ALLFINANCIALRATIOS,Active
AMTD,TD Ameritrade Holding Corp.,GOOG/NYSE_AMTD,DMDRN/AMTD_ALLFINANCIALRATIOS,Active
AMTG,Apollo Residential Mortgage In,GOOG/NYSE_AMTG,DMDRN/AMTG_ALLFINANCIALRATIOS,Active
AMTY,Amerityre Corporation,GOOG/PINK_AMTY,DMDRN/AMTY_ALLFINANCIALRATIOS,Active
AMWD,American Woodmark Corp.,GOOG/NASDAQ_AMWD,DMDRN/AMWD_ALLFINANCIALRATIOS,Active
AMX,America Movil S.A.B. De C.V.,GOOG/NYSE_AMX,DMDRN/AMX_ALLFINANCIALRATIOS,Active
AMZN,Amazon.Com,GOOG/NASDAQ_AMZN,DMDRN/AMZN_ALLFINANCIALRATIOS,Active
AN,Autonation,GOOG/NYSE_AN,DMDRN/AN_ALLFINANCIALRATIOS,Active
ANAC,Anacor Pharmaceuticals,GOOG/NASDAQ_ANAC,DMDRN/ANAC_ALLFINANCIALRATIOS,Active
ANAD,Anadigics,GOOG/NASDAQ_ANAD,DMDRN/ANAD_ALLFINANCIALRATIOS,Active
ANAT,American National Insurance,GOOG/NASDAQ_ANAT,DMDRN/ANAT_ALLFINANCIALRATIOS,Active
ANCB,Anchor Bancorp,GOOG/NASDAQ_ANCB,DMDRN/ANCB_ALLFINANCIALRATIOS,Active
ANCI,American Caresource Holdings,GOOG/NASDAQ_ANCI,DMDRN/ANCI_ALLFINANCIALRATIOS,Active
ANCX,Access National Corp.,GOOG/NASDAQ_ANCX,DMDRN/ANCX_ALLFINANCIALRATIOS,Active
ANDE,The Andersons,GOOG/NASDAQ_ANDE,DMDRN/ANDE_ALLFINANCIALRATIOS,Active
ANDR,Andersen Group Inc.,GOOG/PINK_ANDR,DMDRN/ANDR_ALLFINANCIALRATIOS,Active
ANEN,Anaren,GOOG/NASDAQ_ANEN,DMDRN/ANEN_ALLFINANCIALRATIOS,Active
ANF,Abercrombie & Fitch Company,GOOG/NYSE_ANF,DMDRN/ANF_ALLFINANCIALRATIOS,Active
ANFC,Ante5 inc,NA,DMDRN/ANFC_ALLFINANCIALRATIOS,Active
ANFI,American Natl Finl,GOOG/NYSE_ANFI,DMDRN/ANFI_ALLFINANCIALRATIOS,Active
ANGI,Angie's List Inc.,GOOG/NASDAQ_ANGI,DMDRN/ANGI_ALLFINANCIALRATIOS,Active
ANGO,Angiodynamics,GOOG/NASDAQ_ANGO,DMDRN/ANGO_ALLFINANCIALRATIOS,Active
ANIK,Anika Therapeutics Inc.,GOOG/NASDAQ_ANIK,DMDRN/ANIK_ALLFINANCIALRATIOS,Active
ANLY,Analysts International Corp.,GOOG/NASDAQ_ANLY,DMDRN/ANLY_ALLFINANCIALRATIOS,Active
ANN,Ann Inc,GOOG/NYSE_ANN,DMDRN/ANN_ALLFINANCIALRATIOS,Active
ANNB,Annapolis Bancorp Inc.,GOOG/NASDAQ_ANNB,DMDRN/ANNB_ALLFINANCIALRATIOS,Active
ANPZ,American Restaurant Concepts,GOOG/PINK_ANPZ,DMDRN/ANPZ_ALLFINANCIALRATIOS,Active
ANR,Alpha Natural Resources,GOOG/NYSE_ANR,DMDRN/ANR_ALLFINANCIALRATIOS,Active
ANSS,Ansys,GOOG/NASDAQ_ANSS,DMDRN/ANSS_ALLFINANCIALRATIOS,Active
ANTH,Anthera Pharmaceuticals,GOOG/NASDAQ_ANTH,DMDRN/ANTH_ALLFINANCIALRATIOS,Active
ANTP,Phazar Corp,GOOG/NASDAQ_ANTP,DMDRN/ANTP_ALLFINANCIALRATIOS,Active
ANTS,ANTs software Inc,GOOG/PINK_ANTS,DMDRN/ANTS_ALLFINANCIALRATIOS,Active
ANTXQ,AcuNetx Inc,GOOG/PINK_ANTXQ,DMDRN/ANTXQ_ALLFINANCIALRATIOS,Active
ANV,Allied Nevada Gold Corp,GOOG/AMEX_ANV,DMDRN/ANV_ALLFINANCIALRATIOS,Active
ANW,Aegean Marine Petroleum Network,GOOG/NYSE_ANW,DMDRN/ANW_ALLFINANCIALRATIOS,Active
ANX,Adventrx Pharmaceuticals,GOOG/AMEX_ANX,DMDRN/ANX_ALLFINANCIALRATIOS,Active
AOBI,Amer. Oriental Bioengineering,GOOG/PINK_AOBI,DMDRN/AOBI_ALLFINANCIALRATIOS,Active
AOI,Alliance One International,GOOG/NYSE_AOI,DMDRN/AOI_ALLFINANCIALRATIOS,Active
AOL,Aol Inc.,GOOG/NYSE_AOL,DMDRN/AOL_ALLFINANCIALRATIOS,Active
AOLS,Aeolus Pharmaceuticals Inc,GOOG/PINK_AOLS,DMDRN/AOLS_ALLFINANCIALRATIOS,Active
AON,Aon Plc,GOOG/NYSE_AON,DMDRN/AON_ALLFINANCIALRATIOS,Active
AONEQ,A123 Systems,GOOG/PINK_AONEQ,DMDRN/AONEQ_ALLFINANCIALRATIOS,Active
AORE,American Overseas Group Ltd,GOOG/PINK_AORE,DMDRN/AORE_ALLFINANCIALRATIOS,Active
AOS,Smith [A.O.] Corp.,GOOG/NYSE_AOS,DMDRN/AOS_ALLFINANCIALRATIOS,Active
AOSL,Alpha And Omega Semiconductor,GOOG/NASDAQ_AOSL,DMDRN/AOSL_ALLFINANCIALRATIOS,Active
AOXY,Advanced Oxygen Technologies,GOOG/PINK_AOXY,DMDRN/AOXY_ALLFINANCIALRATIOS,Active
AP,Ampco-Pittsburgh Corp.,GOOG/NYSE_AP,DMDRN/AP_ALLFINANCIALRATIOS,Active
APA,Apache Corp.,GOOG/NYSE_APA,DMDRN/APA_ALLFINANCIALRATIOS,Active
APAGF,Apco Oil And Gas International,GOOG/NASDAQ_APAGF,DMDRN/APAGF_ALLFINANCIALRATIOS,Active
APC,Anadarko Petroleum Corp.,GOOG/NYSE_APC,DMDRN/APC_ALLFINANCIALRATIOS,Active
APCX,AppTech Corp,GOOG/PINK_APCX,DMDRN/APCX_ALLFINANCIALRATIOS,Active
APD,Air Products And Chemicals,GOOG/NYSE_APD,DMDRN/APD_ALLFINANCIALRATIOS,Active
APDN,Applied DNA Sciences Inc,GOOG/PINK_APDN,DMDRN/APDN_ALLFINANCIALRATIOS,Active
APDTQ,Alpha Trade.com,GOOG/PINK_APDTQ,DMDRN/APDTQ_ALLFINANCIALRATIOS,Active
APEI,American Public Education,GOOG/NASDAQ_APEI,DMDRN/APEI_ALLFINANCIALRATIOS,Active
APFC,American Pacific Corp.,GOOG/NASDAQ_APFC,DMDRN/APFC_ALLFINANCIALRATIOS,Active
APGI,American Power Group Inc.,GOOG/PINK_APGI,DMDRN/APGI_ALLFINANCIALRATIOS,Active
APH,Amphenol Corp.,GOOG/NYSE_APH,DMDRN/APH_ALLFINANCIALRATIOS,Active
APHB,Ampliphi Biosciences Corp.,GOOG/PINK_APHB,DMDRN/APHB_ALLFINANCIALRATIOS,Active
APHY,Assured Pharmacy Inc,GOOG/PINK_APHY,DMDRN/APHY_ALLFINANCIALRATIOS,Active
API,Advanced Photonix,GOOG/AMEX_API,DMDRN/API_ALLFINANCIALRATIOS,Active
APKT,Acme Packet,GOOG/NASDAQ_APKT,DMDRN/APKT_ALLFINANCIALRATIOS,Active
APL,Atlas Pipeline Partners L.P.,GOOG/NYSE_APL,DMDRN/APL_ALLFINANCIALRATIOS,Active
APLD,Applied Science Products Inc,GOOG/PINK_APLD,DMDRN/APLD_ALLFINANCIALRATIOS,Active
APLL,Apolo Gold Inc,GOOG/PINK_APLL,DMDRN/APLL_ALLFINANCIALRATIOS,Active
APNI,Alpine Group,GOOG/PINK_APNI,DMDRN/APNI_ALLFINANCIALRATIOS,Active
APNT,Applied Nanotech Hldgs Inc,NA,DMDRN/APNT_ALLFINANCIALRATIOS,Active
APO,Apollo Global Management Llc C,GOOG/NYSE_APO,DMDRN/APO_ALLFINANCIALRATIOS,Active
APOG,Apogee Enterprises,GOOG/NASDAQ_APOG,DMDRN/APOG_ALLFINANCIALRATIOS,Active
APOL,Apollo Group,GOOG/NASDAQ_APOL,DMDRN/APOL_ALLFINANCIALRATIOS,Active
APP,American Apparel Inc,GOOG/AMEX_APP,DMDRN/APP_ALLFINANCIALRATIOS,Active
APPA,AP Pharma Inc,NA,DMDRN/APPA_ALLFINANCIALRATIOS,Active
APPY,Aspenbio Pharma,GOOG/NASDAQ_APPY,DMDRN/APPY_ALLFINANCIALRATIOS,Active
APRI,Apricus Biosciences Inc,GOOG/NASDAQ_APRI,DMDRN/APRI_ALLFINANCIALRATIOS,Active
APSN,Applied NeuroSolutions Inc,GOOG/PINK_APSN,DMDRN/APSN_ALLFINANCIALRATIOS,Active
APT,Alpha Pro Tech,GOOG/AMEX_APT,DMDRN/APT_ALLFINANCIALRATIOS,Active
APTS,Preferred Apartment Communities,GOOG/AMEX_APTS,DMDRN/APTS_ALLFINANCIALRATIOS,Active
APU,Amerigas Partners L.P.,GOOG/NYSE_APU,DMDRN/APU_ALLFINANCIALRATIOS,Active
APVS,Applied Visual Sciences Inc.,GOOG/PINK_APVS,DMDRN/APVS_ALLFINANCIALRATIOS,Active
APWC,Asia Pac Wire &Cable,GOOG/NASDAQ_APWC,DMDRN/APWC_ALLFINANCIALRATIOS,Active
APWR,AstroPower Inc,GOOG/PINK_APWR,DMDRN/APWR_ALLFINANCIALRATIOS,Active
AQ,Acquity Group Limited American,GOOG/AMEX_AQ,DMDRN/AQ_ALLFINANCIALRATIOS,Active
AQIS,Aquis Communications,GOOG/PINK_AQIS,DMDRN/AQIS_ALLFINANCIALRATIOS,Active
ARAY,Accuray Incorporated,GOOG/NASDAQ_ARAY,DMDRN/ARAY_ALLFINANCIALRATIOS,Active
ARB,Arbitron Inc.,GOOG/NYSE_ARB,DMDRN/ARB_ALLFINANCIALRATIOS,Active
ARC,American Reprographics Company,GOOG/NYSE_ARC,DMDRN/ARC_ALLFINANCIALRATIOS,Active
ARCI,Appliance Recycling Centers,GOOG/NASDAQ_ARCI,DMDRN/ARCI_ALLFINANCIALRATIOS,Active
ARCO,Arcos Dorados Holdings Inc,GOOG/NYSE_ARCO,DMDRN/ARCO_ALLFINANCIALRATIOS,Active
ARCT,American Realty Capital Trust,GOOG/NASDAQ_ARCT,DMDRN/ARCT_ALLFINANCIALRATIOS,Active
ARCW,Arc Wireless Solutions,GOOG/NASDAQ_ARCW,DMDRN/ARCW_ALLFINANCIALRATIOS,Active
ARDM,Aradigm Corp,NA,DMDRN/ARDM_ALLFINANCIALRATIOS,Active
ARDNA,Arden Group,GOOG/NASDAQ_ARDNA,DMDRN/ARDNA_ALLFINANCIALRATIOS,Active
ARE,Alexandria Real Estate Equities,GOOG/NYSE_ARE,DMDRN/ARE_ALLFINANCIALRATIOS,Active
ARE.TO,Armbro Enterprises Inc,YAHOO/TSX_ARE_TO,DMDRN/ARE_TO_ALLFINANCIALRATIOS,Active
AREM,AremisSoft Corp.,GOOG/PINK_AREM,DMDRN/AREM_ALLFINANCIALRATIOS,Active
AREX,Approach Resources Inc.,GOOG/NASDAQ_AREX,DMDRN/AREX_ALLFINANCIALRATIOS,Active
ARG,Airgas,GOOG/NYSE_ARG,DMDRN/ARG_ALLFINANCIALRATIOS,Active
ARGL,Argyle Security Inc.,GOOG/PINK_ARGL,DMDRN/ARGL_ALLFINANCIALRATIOS,Active
ARHN,Archon Corp,GOOG/PINK_ARHN,DMDRN/ARHN_ALLFINANCIALRATIOS,Active
ARIA,Ariad Pharmaceuticals,GOOG/NASDAQ_ARIA,DMDRN/ARIA_ALLFINANCIALRATIOS,Active
ARII,American Railcar Industries,GOOG/NASDAQ_ARII,DMDRN/ARII_ALLFINANCIALRATIOS,Active
ARIS,ARI Network Services,GOOG/PINK_ARIS,DMDRN/ARIS_ALLFINANCIALRATIOS,Active
ARKR,Ark Restaurants,GOOG/NASDAQ_ARKR,DMDRN/ARKR_ALLFINANCIALRATIOS,Active
ARLP,Alliance Resource Partners L.P.,GOOG/NASDAQ_ARLP,DMDRN/ARLP_ALLFINANCIALRATIOS,Active
ARMH,Arm Holdings Plc,GOOG/NASDAQ_ARMH,DMDRN/ARMH_ALLFINANCIALRATIOS,Active
ARNA,Arena Pharmaceuticals,GOOG/NASDAQ_ARNA,DMDRN/ARNA_ALLFINANCIALRATIOS,Active
ARO,Aeropostale Inc,GOOG/NYSE_ARO,DMDRN/ARO_ALLFINANCIALRATIOS,Active
AROW,Arrow Financial Corp.,GOOG/NASDAQ_AROW,DMDRN/AROW_ALLFINANCIALRATIOS,Active
ARP,Atlas Resource Partners L.P. C,GOOG/NYSE_ARP,DMDRN/ARP_ALLFINANCIALRATIOS,Active
ARQL,Arqule,GOOG/NASDAQ_ARQL,DMDRN/ARQL_ALLFINANCIALRATIOS,Active
ARRS,Arris Group Inc,GOOG/NASDAQ_ARRS,DMDRN/ARRS_ALLFINANCIALRATIOS,Active
ARRY,Array Biopharma Inc.,GOOG/NASDAQ_ARRY,DMDRN/ARRY_ALLFINANCIALRATIOS,Active
ARSD,Arabian American Development,GOOG/NYSE_ARSD,DMDRN/ARSD_ALLFINANCIALRATIOS,Active
ART,Artio Global Investors Inc.,GOOG/NYSE_ART,DMDRN/ART_ALLFINANCIALRATIOS,Active
ARTC,Arthrocare Corp.,GOOG/NASDAQ_ARTC,DMDRN/ARTC_ALLFINANCIALRATIOS,Active
ARTD,ARTISTdirect Inc,GOOG/PINK_ARTD,DMDRN/ARTD_ALLFINANCIALRATIOS,Active
ARTNA,Artesian Resources Corp.,GOOG/NASDAQ_ARTNA,DMDRN/ARTNA_ALLFINANCIALRATIOS,Active
ARTW,Art'S-Way Manufacturing Co.,GOOG/NASDAQ_ARTW,DMDRN/ARTW_ALLFINANCIALRATIOS,Active
ARTX,Arotech Corp.,GOOG/NASDAQ_ARTX,DMDRN/ARTX_ALLFINANCIALRATIOS,Active
ARUN,Aruba Networks,GOOG/NASDAQ_ARUN,DMDRN/ARUN_ALLFINANCIALRATIOS,Active
ARW,Arrow Electronics,GOOG/NYSE_ARW,DMDRN/ARW_ALLFINANCIALRATIOS,Active
ARWD,Arrow Resources Development,GOOG/PINK_ARWD,DMDRN/ARWD_ALLFINANCIALRATIOS,Active
ARWR,Arrowhead Research Corp.,GOOG/NASDAQ_ARWR,DMDRN/ARWR_ALLFINANCIALRATIOS,Active
ARX,Aeroflex Holding,GOOG/NYSE_ARX,DMDRN/ARX_ALLFINANCIALRATIOS,Active
ARXG,Aurora Gold Corp,GOOG/PINK_ARXG,DMDRN/ARXG_ALLFINANCIALRATIOS,Active
ARYX,ARYx Therapeutics Inc,GOOG/PINK_ARYX,DMDRN/ARYX_ALLFINANCIALRATIOS,Active
ASA,Asa Gold And Precious Metals,GOOG/NYSE_ASA,DMDRN/ASA_ALLFINANCIALRATIOS,Active
ASAM,AssurancAmerica  Corporation,GOOG/PINK_ASAM,DMDRN/ASAM_ALLFINANCIALRATIOS,Active
ASBB,Asb Bancorp Inc.,GOOG/NASDAQ_ASBB,DMDRN/ASBB_ALLFINANCIALRATIOS,Active
ASBC,Associated Banc-Corp,GOOG/NASDAQ_ASBC,DMDRN/ASBC_ALLFINANCIALRATIOS,Active
ASBI,Ameriana Bancorp,GOOG/NASDAQ_ASBI,DMDRN/ASBI_ALLFINANCIALRATIOS,Active
ASCA,Ameristar Casinos,GOOG/NASDAQ_ASCA,DMDRN/ASCA_ALLFINANCIALRATIOS,Active
ASCBQ,Ascendia Brands Inc,GOOG/PINK_ASCBQ,DMDRN/ASCBQ_ALLFINANCIALRATIOS,Active
ASCMA,Ascent Media Corp.,GOOG/NASDAQ_ASCMA,DMDRN/ASCMA_ALLFINANCIALRATIOS,Active
ASDS,Ascendant Solutions Inc,GOOG/PINK_ASDS,DMDRN/ASDS_ALLFINANCIALRATIOS,Active
ASEI,American Science And Engineering,GOOG/NASDAQ_ASEI,DMDRN/ASEI_ALLFINANCIALRATIOS,Active
ASFI,Asta Funding,GOOG/NASDAQ_ASFI,DMDRN/ASFI_ALLFINANCIALRATIOS,Active
ASFN,Atlantic So. Financial Grp Inc,GOOG/PINK_ASFN,DMDRN/ASFN_ALLFINANCIALRATIOS,Active
ASGN,On Assignment,GOOG/NASDAQ_ASGN,DMDRN/ASGN_ALLFINANCIALRATIOS,Active
ASH,Ashland Inc.,GOOG/NYSE_ASH,DMDRN/ASH_ALLFINANCIALRATIOS,Active
ASI,American Safety Insurance Holdings,GOOG/NYSE_ASI,DMDRN/ASI_ALLFINANCIALRATIOS,Active
ASIA,Asiainfo-Linkage,GOOG/NASDAQ_ASIA,DMDRN/ASIA_ALLFINANCIALRATIOS,Active
ASML,Asml Holding N.V.,GOOG/NASDAQ_ASML,DMDRN/ASML_ALLFINANCIALRATIOS,Active
ASNA,Ascena Retail Group,GOOG/NASDAQ_ASNA,DMDRN/ASNA_ALLFINANCIALRATIOS,Active
ASNB,AdvanSource Biomaterials Corp,GOOG/PINK_ASNB,DMDRN/ASNB_ALLFINANCIALRATIOS,Active
ASOE,Apollo Solar Energy Inc,GOOG/PINK_ASOE,DMDRN/ASOE_ALLFINANCIALRATIOS,Active
ASPS,Altisource Portfolio Solutions S.A.,GOOG/NASDAQ_ASPS,DMDRN/ASPS_ALLFINANCIALRATIOS,Active
ASRV,Ameriserv Financial Inc.,GOOG/NASDAQ_ASRV,DMDRN/ASRV_ALLFINANCIALRATIOS,Active
ASTC,Astrotech Corp.,GOOG/NASDAQ_ASTC,DMDRN/ASTC_ALLFINANCIALRATIOS,Active
ASTE,Astec Industries,GOOG/NASDAQ_ASTE,DMDRN/ASTE_ALLFINANCIALRATIOS,Active
ASTI,Ascent Solar Technologies,GOOG/NASDAQ_ASTI,DMDRN/ASTI_ALLFINANCIALRATIOS,Active
ASTM,Aastrom Biosciences,GOOG/NASDAQ_ASTM,DMDRN/ASTM_ALLFINANCIALRATIOS,Active
ASTX,Astex Pharmaceuticals Inc,GOOG/NASDAQ_ASTX,DMDRN/ASTX_ALLFINANCIALRATIOS,Active
ASUR,Asure Software Inc,GOOG/NASDAQ_ASUR,DMDRN/ASUR_ALLFINANCIALRATIOS,Active
ASVPQ,American Tonerserv Corp.,GOOG/PINK_ASVPQ,DMDRN/ASVPQ_ALLFINANCIALRATIOS,Active
ASWRF,Anglo Swiss Res Inc,GOOG/PINK_ASWRF,DMDRN/ASWRF_ALLFINANCIALRATIOS,Active
ASYS,Amtech Systems,GOOG/NASDAQ_ASYS,DMDRN/ASYS_ALLFINANCIALRATIOS,Active
AT,Atlantic Power Corp.,GOOG/NYSE_AT,DMDRN/AT_ALLFINANCIALRATIOS,Active
ATA.TO,ATS Automation Tooling Systems,YAHOO/TSX_ATA_TO,DMDRN/ATA_TO_ALLFINANCIALRATIOS,Active
ATAI,Ata Inc.,GOOG/NASDAQ_ATAI,DMDRN/ATAI_ALLFINANCIALRATIOS,Active
